iter	Logloss
334	0.3018722791
335	0.3018723717
336	0.3018710578
337	0.3018684251
338	0.301865781
339	0.3018647375
340	0.3018642642
341	0.3018621491
342	0.3018621305
343	0.3018606293
344	0.3018599735
345	0.3018595157
346	0.3018582527
347	0.3018559563
348	0.3018537781
349	0.3018517159
350	0.3018494524
351	0.3018492212
352	0.3018481976
353	0.3018466882
354	0.3018461146
355	0.3018440414
356	0.3018437388
357	0.3018427278
358	0.3018411793
359	0.3018404702
360	0.3018395619
361	0.3018387006
362	0.3018352718
363	0.3018341617
364	0.3018328638
365	0.3018325408
366	0.3018314018
367	0.3018298022
368	0.301828262
369	0.3018276454
370	0.3018266556
371	0.3018253029
372	0.301823823
373	0.3018228981
374	0.3018225067
375	0.3018214621
376	0.3018199189
377	0.3018185982
378	0.3018178556
379	0.3018159005
380	0.3018155024
381	0.3018155914
382	0.3018151164
383	0.3018150606
384	0.3018115005
385	0.3018105756
386	0.301808844
387	0.3018080052
388	0.3018082151
389	0.3018068554
390	0.3018053577
391	0.3018037732
392	0.3018024887
393	0.3018020679
394	0.3018012456
395	0.3017999789
396	0.3017994099
397	0.3017998248
398	0.3017988168
399	0.3017977585
400	0.3017976048
401	0.3017975502
402	0.3017963376
403	0.3017960501
404	0.3017941851
405	0.3017923418
406	0.3017920896
407	0.3017919693
408	0.3017910221
409	0.301789912
410	0.3017895055
411	0.3017890946
412	0.3017873878
413	0.3017864111
414	0.3017845279
415	0.3017834383
416	0.3017827314
417	0.3017820535
418	0.3017817214
419	0.301781036
420	0.3017799863
421	0.3017800862
422	0.3017807167
423	0.3017785647
424	0.3017776973
425	0.3017774908
426	0.3017757758
427	0.3017747957
428	0.3017723723
429	0.3017715405
430	0.3017711516
431	0.3017708798
432	0.3017707667
433	0.3017696398
434	0.3017675058
435	0.3017668826
436	0.3017659091
437	0.3017647368
438	0.3017642164
439	0.3017617977
440	0.301760885
441	0.3017601607
442	0.301759756
443	0.3017592909
444	0.3017574582
445	0.3017573771
446	0.3017567882
447	0.3017572343
448	0.3017571055
449	0.3017562216
450	0.3017542271
451	0.3017534293
452	0.301752974
453	0.3017522697
454	0.3017518058
455	0.3017506388
456	0.3017495973
457	0.3017488727
458	0.3017489934
459	0.3017485334
460	0.3017481073
461	0.3017466801
462	0.3017451467
463	0.3017444108
464	0.3017428231
465	0.3017421693
466	0.3017413716
467	0.3017418573
468	0.3017412686
469	0.3017398102
470	0.3017393067
471	0.3017390084
472	0.3017371838
473	0.3017367812
474	0.3017362531
475	0.3017354618
476	0.3017352484
477	0.3017347716
478	0.301734104
479	0.3017332343
480	0.3017328411
481	0.3017323271
482	0.3017316417
483	0.3017312153
484	0.3017302179
485	0.3017294823
486	0.3017286877
487	0.3017284394
488	0.3017273255
489	0.3017280098
490	0.3017272958
491	0.3017256302
492	0.3017245286
493	0.3017248022
494	0.3017238019
495	0.3017222211
496	0.3017219224
497	0.3017217283
498	0.3017200899
499	0.3017194894
500	0.3017192853
501	0.3017177887
502	0.301717988
503	0.301717333
504	0.3017167813
505	0.3017165971
506	0.3017162109
507	0.3017161029
508	0.3017150241
509	0.3017133071
510	0.3017137223
511	0.3017130399
512	0.3017125105
513	0.3017126425
514	0.3017109502
515	0.3017095982
516	0.301710527
517	0.3017091712
518	0.3017091966
519	0.30170914
520	0.3017086989
521	0.3017082342
522	0.3017080688
523	0.3017071808
524	0.3017070584
525	0.3017070101
526	0.301706092
527	0.3017051024
528	0.3017048413
529	0.3017043882
530	0.3017032712
531	0.3017023705
532	0.3017027031
533	0.3017022772
534	0.3017021945
535	0.3017009616
536	0.3017011305
537	0.3017003837
538	0.3016990075
539	0.3016986697
540	0.3016987339
541	0.3016982736
542	0.301697241
543	0.3016976718
544	0.3016971944
545	0.3016960625
546	0.3016959178
547	0.3016952119
548	0.3016941202
549	0.3016935459
550	0.30169317
551	0.3016936424
552	0.3016927717
553	0.3016920743
554	0.3016912992
555	0.3016898151
556	0.3016900808
557	0.3016884138
558	0.3016886717
559	0.3016882185
560	0.3016887357
561	0.3016883591
562	0.3016876127
563	0.301687167
564	0.3016870382
565	0.3016865986
566	0.3016861608
567	0.3016859496
568	0.3016860084
569	0.3016851747
570	0.3016854018
571	0.30168532
572	0.3016844385
573	0.3016830461
574	0.3016820783
575	0.3016816534
576	0.3016807803
577	0.3016801982
578	0.3016806361
579	0.3016789778
580	0.3016783606
581	0.3016776686
582	0.3016779563
583	0.3016773138
584	0.301676899
585	0.30167655
586	0.3016762994
587	0.301676145
588	0.3016751993
589	0.3016742948
590	0.3016742897
591	0.3016738594
592	0.3016731914
593	0.3016721643
594	0.3016723184
595	0.3016720583
596	0.3016715569
597	0.3016720067
598	0.3016712859
599	0.3016714128
600	0.3016712317
601	0.3016704878
602	0.3016699907
603	0.3016711099
604	0.3016707359
605	0.3016703981
606	0.3016697139
607	0.3016694378
608	0.3016699271
609	0.3016699313
610	0.3016694944
611	0.301669073
612	0.3016684252
613	0.3016685253
614	0.3016686217
615	0.3016679511
616	0.3016674291
617	0.3016671406
618	0.3016660358
619	0.301666043
620	0.3016659759
621	0.3016659644
622	0.3016651995
623	0.3016652885
624	0.3016653074
625	0.3016647792
626	0.3016638376
627	0.3016640529
628	0.3016637399
629	0.3016638904
630	0.3016623015
631	0.3016620857
632	0.3016627419
633	0.301661999
634	0.3016616268
635	0.3016614035
636	0.3016612444
637	0.3016609706
638	0.3016602957
639	0.3016605819
640	0.3016601803
641	0.3016598818
642	0.3016596977
643	0.3016595757
644	0.3016593479
645	0.301658742
646	0.3016590752
647	0.3016580945
648	0.301657501
649	0.3016573147
650	0.3016572587
651	0.3016572584
652	0.3016572988
653	0.3016570733
654	0.3016562993
655	0.3016571171
656	0.3016562155
657	0.3016554881
658	0.3016560476
659	0.3016552163
660	0.3016553084
661	0.3016553512
662	0.3016549781
663	0.301654687
664	0.3016543925
665	0.3016545446
666	0.301653545
667	0.3016527084
668	0.301651937
669	0.3016512595
670	0.3016513029
671	0.3016513296
672	0.3016512759
673	0.3016510365
674	0.3016510817
675	0.3016508978
676	0.3016504454
677	0.3016507048
678	0.3016498361
679	0.3016493762
680	0.3016500755
681	0.3016497628
682	0.3016498954
683	0.3016496801
684	0.3016490809
685	0.3016494103
686	0.3016491342
687	0.3016484683
688	0.3016478281
689	0.3016479682
690	0.3016477619
691	0.3016477721
692	0.301646976
693	0.3016469245
694	0.3016469195
695	0.3016464267
696	0.3016462629
697	0.3016457528
698	0.3016461107
699	0.3016460909
700	0.3016452328
701	0.3016458297
702	0.3016454817
703	0.3016453042
704	0.3016450098
705	0.3016449313
706	0.3016439295
707	0.301643594
708	0.3016431058
709	0.3016426656
710	0.301642457
711	0.3016424018
712	0.3016427011
713	0.3016424505
714	0.3016417024
715	0.3016417257
716	0.3016411503
717	0.3016410858
718	0.3016410474
719	0.3016404202
720	0.301640544
721	0.3016404104
722	0.3016398634
723	0.3016397346
724	0.301639472
725	0.3016396594
726	0.3016391955
727	0.3016387618
728	0.3016384357
729	0.3016382834
730	0.3016379504
731	0.3016375465
732	0.3016375666
733	0.3016374798
734	0.3016376503
735	0.3016374564
736	0.3016372409
737	0.3016368415
738	0.301636286
739	0.3016357455
740	0.3016356685
741	0.3016354268
742	0.301635405
743	0.3016338232
744	0.3016338066
745	0.3016342878
746	0.3016336487
747	0.3016331695
748	0.3016326642
749	0.3016325681
750	0.3016322988
751	0.3016325492
752	0.3016328578
753	0.3016324981
754	0.3016322838
755	0.3016317888
756	0.3016324954
757	0.3016329244
758	0.3016329127
759	0.3016317
760	0.3016314257
761	0.3016314149
762	0.3016314556
763	0.3016315593
764	0.3016319306
765	0.3016314725
766	0.3016309173
767	0.3016310346
768	0.3016308742
769	0.3016308106
770	0.301630554
771	0.3016300924
772	0.3016297064
773	0.3016296763
774	0.3016291213
775	0.3016291965
776	0.3016291965
777	0.3016294545
778	0.3016294288
779	0.3016285185
780	0.3016286138
781	0.3016279866
782	0.3016272963
783	0.3016277023
784	0.3016274883
785	0.3016278595
786	0.3016278582
787	0.301627138
788	0.3016272887
789	0.3016280496
790	0.3016277756
791	0.3016274576
792	0.3016274929
793	0.3016271418
794	0.3016277135
795	0.3016276086
796	0.3016272958
797	0.3016268169
798	0.3016271381
799	0.3016271717
800	0.3016267352
801	0.3016267561
802	0.3016262371
803	0.3016256598
804	0.3016248225
805	0.3016248058
806	0.3016254984
807	0.3016248342
808	0.301624532
809	0.30162396
810	0.30162402
811	0.3016238713
812	0.3016237553
813	0.3016236283
814	0.3016231934
815	0.3016233608
816	0.301623237
817	0.3016223184
818	0.3016217581
819	0.30162135
820	0.3016218954
821	0.301623031
822	0.3016224892
823	0.3016221186
824	0.3016222936
825	0.3016211894
826	0.3016213165
827	0.3016202176
828	0.3016206509
829	0.3016206122
830	0.3016205855
831	0.3016200269
832	0.3016194765
833	0.301619316
834	0.301619321
835	0.3016193262
836	0.3016196285
837	0.3016195993
838	0.3016192278
839	0.3016189467
840	0.3016193749
841	0.3016189086
842	0.3016188778
843	0.3016190229
844	0.3016184211
845	0.3016183323
846	0.3016193418
847	0.3016193434
848	0.301618794
849	0.3016189772
850	0.3016183735
851	0.3016183862
852	0.3016175268
853	0.3016173397
854	0.3016169833
855	0.301617513
856	0.3016161751
857	0.3016162536
858	0.3016156583
859	0.3016166536
860	0.3016162353
861	0.3016166987
862	0.3016162983
863	0.3016165191
864	0.3016156543
865	0.3016156365
866	0.3016151901
867	0.3016154218
868	0.3016154001
869	0.3016156515
870	0.3016152755
871	0.3016157385
872	0.3016155232
873	0.3016157522
874	0.3016153174
875	0.3016148807
876	0.3016147989
877	0.301613873
878	0.3016137493
879	0.3016137225
880	0.301614042
881	0.3016138681
882	0.3016138832
883	0.3016134299
884	0.3016133043
885	0.3016129262
886	0.3016132156
887	0.3016124473
888	0.3016121061
889	0.3016117264
890	0.3016118327
891	0.3016119732
892	0.3016123675
893	0.3016123374
894	0.3016122521
895	0.3016121876
896	0.3016119032
897	0.3016118949
898	0.3016113213
899	0.3016117609
900	0.301611902
901	0.3016118126
902	0.3016116754
903	0.301611602
904	0.3016109028
905	0.3016109733
906	0.3016110845
907	0.3016106143
908	0.3016112181
909	0.301611203
910	0.3016111445
911	0.3016106477
912	0.3016107548
913	0.3016105262
914	0.3016100631
915	0.3016103368
916	0.3016097078
917	0.3016099216
918	0.3016095218
919	0.3016094834
920	0.3016091443
921	0.3016091025
922	0.301608641
923	0.3016088032
924	0.3016092832
925	0.3016088415
926	0.3016086676
927	0.3016084401
928	0.3016087874
929	0.3016090316
930	0.3016085547
931	0.3016081094
932	0.301607999
933	0.3016073666
934	0.3016074218
935	0.3016069141
936	0.3016070026
937	0.3016065533
938	0.301606253
939	0.3016063987
940	0.3016060926
941	0.3016063267
942	0.3016064137
943	0.3016060392
944	0.3016061346
945	0.3016062097
946	0.3016065258
947	0.3016066007
948	0.3016062587
949	0.3016057804
950	0.3016056852
951	0.3016057616
952	0.3016055676
953	0.3016057666
954	0.3016057464
955	0.3016056209
956	0.30160532
957	0.301604966
958	0.3016050496
959	0.3016047252
960	0.3016043824
961	0.3016042374
962	0.3016045559
963	0.3016048925
964	0.301605112
965	0.301605056
966	0.3016049689
967	0.3016048006
968	0.3016043254
969	0.3016046399
970	0.301604712
971	0.30160486
972	0.3016048332
973	0.3016046493
974	0.3016044018
975	0.301604477
976	0.3016039069
977	0.3016032059
978	0.3016029383
979	0.3016026329
980	0.3016033562
981	0.3016034014
982	0.3016034031
983	0.301602816
984	0.3016025415
985	0.3016023878
986	0.3016022592
987	0.3016023676
988	0.3016024179
989	0.3016023333
990	0.3016017227
991	0.3016021036
992	0.3016021521
993	0.3016021554
994	0.3016018343
995	0.3016016537
996	0.3016024455
997	0.3016018649
998	0.3016018639
999	0.3016018572
